ID	Word	Lemma	POS	Extra	Features	HeadPosition	Relation	_	Else
743	/	/	PUNCT	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#325.001#325.338
744	безумие	безумие	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#325.338#325.675
745	эээ	эээ	INTJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#325.675#326.012
746	такие	такой	DET	_	Case=Acc|Number=Plur	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#326.012#326.349
747	методы	метод	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#326.349#326.686
748	применять	применять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#326.686#327.023
749	/	/	PUNCT	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#327.023#327.36
750	это	это	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#327.36#327.697
751	просто	просто	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#327.697#328.034
752	глупо	глупый	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#328.034#328.371
753	/	/	PUNCT	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#328.371#328.708
754	тем	то	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#328.708#329.045
755	более	более	ADV	_	Degree=Cmp	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#329.045#329.382
756	в	в	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#329.382#329.719
757	наше	наш	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#329.719#330.056
758	время	время	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#330.056#330.393
759	когда	когда	SCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#330.393#330.73
760	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#330.73#331.067
761	прозрачно	прозрачно	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#331.067#331.404
762	в	в	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#331.404#331.741
763	плане	план	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#331.741#332.078
764	информации	информация	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#332.078#332.415
765	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#332.415#332.752
766	распостраняется	распостраняться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#332.752#333.089
767	так	так	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#333.089#333.426
768	легко	легко	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#333.426#333.763
769	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#333.763#334.1
770	не	не	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#334.1#334.437
771	в	в	ADP	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#334.437#334.774
772	Советском	Советский	PROPN	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#334.774#335.111
773	Союзе	Союз	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#335.111#335.448
774	уже	уже	ADV	_	Degree=Pos	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#335.448#335.875
775	а	а	CCONJ	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#336.531#336.781
776	способы	способ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#336.781#337.031
777	все	все	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#337.031#337.281
778	те	тот	DET	_	Case=Nom|Number=Plur	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#337.281#337.531
779	же	же	PART	_	_	_	_	_	@avk1995f-words#Анастасия_Вадимовна_Креслина#337.531#337.781
